,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU1473,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_aciculare_SH212843.07FU
OTU1472,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1478,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1477,Fungi,Glomeromycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1480,Fungi,Ascomycota,Leotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1481,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Unclassified,Unclassified
OTU1479,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Unclassified
OTU1483,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1484,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1482,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Unclassified,Unclassified,Unclassified
OTU1485,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1486,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1487,Fungi,Basidiomycota,Agaricomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1488,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,Edenia_gomezpompae_SH188231.07FU
OTU1490,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1489,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1491,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1492,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1493,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1494,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices_SH175553.07FU
OTU1496,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1495,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1497,Fungi,Basidiomycota,Agaricomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1498,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Unclassified,Unclassified,Unclassified
OTU1501,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1499,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1502,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1503,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1500,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Unclassified,Unclassified
OTU1504,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1507,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1505,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,Unclassified
OTU1506,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,Tetraplosphaeria_sasicola_SH127288.07FU
OTU1508,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,Unclassified
OTU1510,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1511,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Unclassified,Unclassified
OTU1513,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_thailandicum_SH218828.07FU
OTU1509,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU1512,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU1515,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Unclassified,Unclassified,Unclassified
OTU1514,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1516,Fungi,Basidiomycota,Agaricomycetes,Boletales,Tapinellaceae,Tapinella,Tapinella_atrotomentosa_SH214572.07FU
OTU1517,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1518,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Unclassified,Unclassified
OTU1520,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1519,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Unclassified
OTU1522,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1521,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Unclassified,Unclassified
OTU1523,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Unclassified,Unclassified
OTU1524,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1526,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1525,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unclassified,Unclassified,Unclassified
OTU1527,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1528,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,Unclassified,Unclassified,Unclassified
OTU1531,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1533,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Unclassified
OTU1530,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU1529,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices_SH204108.07FU
OTU1532,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_prosopidis_SH190089.07FU
OTU1534,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Unclassified,Unclassified,Unclassified
OTU1535,Fungi,Ascomycota,Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1537,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1536,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1538,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1539,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1541,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1540,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1543,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Unclassified,Unclassified
OTU1542,Fungi,Mortierellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1545,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1544,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU1547,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1546,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1550,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1549,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1548,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_divaricata_SH640258.07FU
OTU1553,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1552,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Unclassified,Unclassified
OTU1551,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Unclassified
OTU1554,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1556,Fungi,Ascomycota,Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1557,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1555,Fungi,Ascomycota,Sordariomycetes,Xylariales,Unclassified,Unclassified,Unclassified
OTU1560,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1558,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Unclassified,Unclassified,Unclassified
OTU1559,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1562,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1563,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1561,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU1564,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_fasciculatum_SH026753.07FU
OTU1566,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1568,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1565,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1567,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1570,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Unclassified
OTU1569,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Unclassified,Unclassified
OTU1572,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1573,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1571,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Remersonia,Remersonia_thermophila_SH195337.07FU
OTU1577,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1576,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1578,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1574,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1575,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Unclassified
OTU1580,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1579,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Angustimassarina,Angustimassarina_acerina_SH199051.07FU
OTU1581,Fungi,Ascomycota,Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1582,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1583,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Unclassified,Unclassified
OTU1584,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1591,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Unclassified,Unclassified,Unclassified
OTU1586,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1585,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1587,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Unclassified,Unclassified,Unclassified
OTU1588,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU1589,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1590,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1592,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU1593,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1594,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unclassified
OTU1597,Protista,Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1595,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1596,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Unclassified
OTU1598,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercosporella,Unclassified
OTU1599,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unclassified,Unclassified,Unclassified
OTU1600,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1601,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,Unclassified
OTU1602,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1603,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1604,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1605,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unclassified,Unclassified,Unclassified
OTU1607,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_phialophoroides_SH192700.07FU
OTU1606,Fungi,Basidiomycota,Tremellomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1609,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Laetiporus,Unclassified
OTU1610,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1608,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Unclassified
OTU1611,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,Unclassified
OTU1612,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Byssochlamys,Unclassified
OTU1615,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1613,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1614,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1616,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1617,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina_phaseolina_SH182425.07FU
OTU1618,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1620,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1619,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1621,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1622,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1625,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1624,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Unclassified
OTU1623,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Unclassified,Unclassified,Unclassified
OTU1626,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Unclassified
OTU1627,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1628,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1629,Fungi,Ascomycota,Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1631,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1630,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Unclassified,Unclassified,Unclassified
OTU1632,Fungi,Ascomycota,Arthoniomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1634,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,Unclassified
OTU1633,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1637,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1636,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Panellus,Unclassified
OTU1635,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1638,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU1639,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1640,Fungi,Glomeromycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1641,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Unclassified,Unclassified
OTU1643,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1642,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1645,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1646,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1644,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1647,Fungi,Ascomycota,Eurotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1648,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1649,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1650,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1651,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Unclassified
OTU1652,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Unclassified,Unclassified
OTU1653,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Unclassified,Unclassified
OTU1656,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1654,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Unclassified
OTU1655,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Unclassified
OTU1657,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1659,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1658,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_buxea_SH204973.07FU
OTU1660,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporales_fam_Incertae_sedis,Entrophospora,Unclassified
OTU1661,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unclassified,Unclassified
OTU1662,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Unclassified,Unclassified
OTU1663,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris_panici-miliacei_SH215376.07FU
OTU1665,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_velutipes_SH220674.07FU
OTU1664,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1666,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Unclassified,Unclassified,Unclassified
OTU1667,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1668,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1670,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU1669,Fungi,Glomeromycota,Glomeromycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1671,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU1672,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU1673,Fungi,Ascomycota,Leotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU1674,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
